Magnetic Anomaly (2018)
---------------------------------
Column1: Longitude (degree)
Column2: Latitude (degree)
Column3: Magnetic Anomaly (nT)
---------------------------------
Longit. Latit.  MagAno
128.850 36.125   177.5
128.875 36.125   425.3
128.900 36.125   544.1
128.925 36.125   370.4
128.950 36.125   373.6
128.975 36.125   357.3
129.000 36.125   202.4
129.025 36.125   113.6
129.050 36.125   209.1
129.075 36.125    57.9
129.100 36.125    31.4
129.125 36.125    -6.9
129.150 36.125   112.7
129.175 36.125   117.7
129.200 36.125    88.9
129.225 36.125   -94.7
129.250 36.125   -36.2
129.275 36.125    -8.6
129.300 36.125   -43.0
129.325 36.125     4.6
129.350 36.125     4.5
129.375 36.125   -38.0
129.400 36.125   -64.7
125.975 36.150   -13.7
126.000 36.150    -4.2
126.025 36.150    37.9
126.050 36.150    69.5
126.075 36.150    -1.9
126.100 36.150   -50.7
126.125 36.150   -73.1
126.150 36.150   -76.8
126.175 36.150   -85.4
126.200 36.150   -35.4
126.225 36.150   -87.3
126.250 36.150    73.1
126.275 36.150   -62.2
126.300 36.150   -83.2
126.325 36.150   -83.5
126.350 36.150   -80.9
126.375 36.150   -77.1
126.400 36.150   -82.2
126.425 36.150   -89.0
126.450 36.150   -75.6
126.475 36.150   -81.9
126.500 36.150   -90.8
126.525 36.150  -104.8
126.550 36.150  -104.0
126.575 36.150   -75.9
126.600 36.150   -65.0
126.625 36.150    83.8
126.650 36.150   -58.3
126.675 36.150   -55.8
126.700 36.150   -51.9
126.725 36.150   -64.4
126.750 36.150  -107.9
126.775 36.150   -97.2
126.800 36.150   -97.3
126.825 36.150  -100.7
126.850 36.150  -107.4
126.875 36.150  -109.8
126.900 36.150  -113.5
126.925 36.150  -142.2
126.950 36.150  -163.3
126.975 36.150  -149.8
127.000 36.150   -28.7
127.025 36.150    21.6
127.050 36.150    -6.3
127.075 36.150     2.7
127.100 36.150    56.9
127.125 36.150   129.0
127.150 36.150   101.3
127.175 36.150    29.7
127.200 36.150   -13.5
127.225 36.150   -31.4
127.250 36.150   -69.0
127.275 36.150  -134.5
127.300 36.150   -33.7
127.325 36.150   -68.5
127.350 36.150   -41.3
127.375 36.150     5.3
127.400 36.150   -34.6
127.425 36.150   -18.9
127.450 36.150    -0.6
127.475 36.150     8.2
127.500 36.150    -3.5
127.525 36.150    35.3
127.550 36.150    12.0
127.575 36.150    16.0
127.600 36.150    25.8
127.625 36.150     0.3
127.650 36.150    -8.5
127.675 36.150     7.2
127.700 36.150     1.2
127.725 36.150   -32.6
127.750 36.150   -50.8
127.775 36.150   -76.7
127.800 36.150   -92.2
127.825 36.150  -115.1
127.850 36.150   -80.9
127.875 36.150   -37.4
127.900 36.150   -42.6
127.925 36.150   -75.6
127.950 36.150  -122.8
127.975 36.150  -125.2
128.000 36.150   -83.9
128.025 36.150   -59.7
128.050 36.150   -10.9
128.075 36.150  -112.8
128.100 36.150  -117.6
128.125 36.150   -91.3
128.150 36.150    48.1
128.175 36.150   227.6
128.200 36.150   -42.2
128.225 36.150    -1.9
128.250 36.150   -49.5
128.275 36.150   -14.6
128.300 36.150   -44.2
128.325 36.150   -54.8
128.350 36.150   -48.9
128.375 36.150    37.5
128.400 36.150   -15.0
128.425 36.150   -90.0
128.450 36.150   -94.7
128.475 36.150  -102.5
128.500 36.150  -117.0
128.525 36.150  -112.8
128.550 36.150   -85.0
128.575 36.150   -36.3
128.600 36.150    -0.2
128.625 36.150    13.2
128.650 36.150    23.2
128.675 36.150    25.7
128.700 36.150    21.9
128.725 36.150    16.1
128.750 36.150   -21.4
128.775 36.150   101.3
128.800 36.150   -63.9
128.825 36.150    64.1
128.850 36.150   256.6
128.875 36.150   365.7
128.900 36.150   487.4
128.925 36.150   256.9
128.950 36.150   358.3
128.975 36.150   397.8
129.000 36.150   113.2
129.025 36.150   225.1
129.050 36.150    72.3
129.075 36.150     2.3
129.100 36.150   -19.6
129.125 36.150  -124.2
129.150 36.150   137.8
129.175 36.150    63.9
129.200 36.150   -42.5
129.225 36.150    43.2
129.250 36.150    87.1
129.275 36.150    88.7
129.300 36.150   -52.6
129.325 36.150   -68.4
129.350 36.150   -39.2
129.375 36.150   -69.9
129.400 36.150    -4.9
125.975 36.175   -30.5
126.000 36.175     0.1
126.025 36.175   119.1
126.050 36.175    25.7
126.075 36.175    22.0
126.100 36.175    -2.2
126.125 36.175   -36.0
126.150 36.175   -10.2
126.175 36.175   -44.1
126.200 36.175   -52.1
126.225 36.175    27.3
126.250 36.175   -84.2
126.275 36.175   120.3
126.300 36.175   -66.3
126.325 36.175   -77.7
126.350 36.175   -71.5
126.375 36.175   -70.2
126.400 36.175   -65.5
126.425 36.175   -65.2
126.450 36.175   -61.8
126.475 36.175   -72.0
126.500 36.175   -75.0
126.525 36.175   -88.2
126.550 36.175   -74.9
126.575 36.175  -203.4
126.600 36.175   -57.6
126.625 36.175   -81.5
126.650 36.175   -36.5
126.675 36.175   -32.6
126.700 36.175   -37.9
126.725 36.175   -44.0
126.750 36.175   -95.5
126.775 36.175   -99.6
126.800 36.175   -91.4
126.825 36.175   -90.3
126.850 36.175   -91.9
126.875 36.175   -95.0
126.900 36.175  -102.2
126.925 36.175  -110.5
126.950 36.175  -132.4
126.975 36.175  -169.8
127.000 36.175  -155.3
127.025 36.175   -43.5
127.050 36.175    -7.8
127.075 36.175     5.2
127.100 36.175    11.7
127.125 36.175     2.7
127.150 36.175    81.3
127.175 36.175    88.4
127.200 36.175    -8.1
127.225 36.175   -62.5
127.250 36.175   126.4
127.275 36.175  -113.6
127.300 36.175  -130.8
127.325 36.175  -106.0
127.350 36.175   -75.2
127.375 36.175   -75.0
127.400 36.175   -34.4
127.425 36.175   -35.2
127.450 36.175   -39.2
127.475 36.175   -23.0
127.500 36.175   -20.7
127.525 36.175     3.9
127.550 36.175     3.3
127.575 36.175     1.6
127.600 36.175    44.5
127.625 36.175    12.4
127.650 36.175    -6.1
127.675 36.175    21.2
127.700 36.175    61.0
127.725 36.175     9.0
127.750 36.175   -18.8
127.775 36.175   -47.9
127.800 36.175   -78.0
127.825 36.175   -52.6
127.850 36.175   -91.2
127.875 36.175  -118.6
127.900 36.175   -19.7
127.925 36.175    -4.4
127.950 36.175   -36.7
127.975 36.175  -112.3
128.000 36.175  -128.8
128.025 36.175   -32.5
128.050 36.175   -55.1
128.075 36.175   -36.8
128.100 36.175   -42.1
128.125 36.175   -78.4
128.150 36.175  -123.3
128.175 36.175  -119.3
128.200 36.175   -70.6
128.225 36.175   -25.6
128.250 36.175    58.6
128.275 36.175   258.2
128.300 36.175    29.5
128.325 36.175   -12.9
128.350 36.175   -18.8
128.375 36.175   -19.2
128.400 36.175    48.5
128.425 36.175   -32.8
128.450 36.175   -63.8
128.475 36.175   -89.8
128.500 36.175  -114.1
128.525 36.175  -121.0
128.550 36.175  -113.8
128.575 36.175   -90.0
128.600 36.175   -56.2
128.625 36.175   -25.0
128.650 36.175    -7.5
128.675 36.175     2.1
128.700 36.175     1.2
128.725 36.175    20.9
128.750 36.175   -42.2
128.775 36.175   -17.6
128.800 36.175    88.9
128.825 36.175   328.9
128.850 36.175   421.1
128.875 36.175   317.5
128.900 36.175   117.2
128.925 36.175   195.0
128.950 36.175    68.6
128.975 36.175   247.0
129.000 36.175   259.0
129.025 36.175    68.1
129.050 36.175   -76.0
129.075 36.175   -99.5
129.100 36.175    26.7
129.125 36.175  -101.8
129.150 36.175  -149.6
129.175 36.175   -39.4
129.200 36.175  -100.6
129.225 36.175   -92.6
129.250 36.175   -87.5
129.275 36.175   104.4
129.300 36.175     9.4
129.325 36.175   -61.8
129.350 36.175   -76.8
129.375 36.175     9.2
129.400 36.175   101.5
125.975 36.200   -54.7
126.000 36.200   -16.3
126.025 36.200    -8.0
126.050 36.200     7.0
126.075 36.200    53.9
126.100 36.200    29.6
126.125 36.200    -7.1
126.150 36.200    42.1
126.175 36.200   -16.7
126.200 36.200    36.9
126.225 36.200   -58.2
126.250 36.200    -5.1
126.275 36.200  -136.4
126.300 36.200  -102.1
126.325 36.200   -76.7
126.350 36.200   -73.0
126.375 36.200   -64.3
126.400 36.200   -62.3
126.425 36.200   -59.4
126.450 36.200   -55.7
126.475 36.200   -79.2
126.500 36.200   -58.9
126.525 36.200  -100.9
126.550 36.200   -79.2
126.575 36.200  -114.3
126.600 36.200   -96.6
126.625 36.200   -56.5
126.650 36.200   -79.9
126.675 36.200   -54.7
126.700 36.200   -24.3
126.725 36.200   -10.2
126.750 36.200   -83.5
126.775 36.200   -80.0
126.800 36.200   -80.7
126.825 36.200   -89.2
126.850 36.200   -85.9
126.875 36.200   -85.5
126.900 36.200   -81.1
126.925 36.200   -77.4
126.950 36.200   -91.8
126.975 36.200  -128.5
127.000 36.200  -184.9
127.025 36.200   -92.3
127.050 36.200    -7.4
127.075 36.200   -16.0
127.100 36.200   -14.0
127.125 36.200    -0.2
127.150 36.200    61.0
127.175 36.200    91.8
127.200 36.200     9.4
127.225 36.200   -44.6
127.250 36.200   -87.4
127.275 36.200   -29.6
127.300 36.200    -8.1
127.325 36.200   -51.2
127.350 36.200   -73.6
127.375 36.200  -101.4
127.400 36.200  -117.1
127.425 36.200   103.5
127.450 36.200   -51.8
127.475 36.200   -75.7
127.500 36.200   -76.2
127.525 36.200   -29.8
127.550 36.200   -37.5
127.575 36.200   -27.0
127.600 36.200     1.3
127.625 36.200    14.4
127.650 36.200    41.0
127.675 36.200    60.8
127.700 36.200    62.8
127.725 36.200    58.4
127.750 36.200    42.0
127.775 36.200   -15.9
127.800 36.200   -62.8
127.825 36.200  -177.4
127.850 36.200   -51.5
127.875 36.200   -82.8
127.900 36.200   -91.7
127.925 36.200   -34.4
127.950 36.200   -20.8
127.975 36.200   -61.1
128.000 36.200  -140.2
128.025 36.200   -15.2
128.050 36.200   -32.7
128.075 36.200   -35.0
128.100 36.200   -39.1
128.125 36.200   -60.2
128.150 36.200   -63.9
128.175 36.200   -88.3
128.200 36.200  -113.2
128.225 36.200  -146.6
128.250 36.200  -179.5
128.275 36.200   -90.0
128.300 36.200    19.1
128.325 36.200   -15.9
128.350 36.200    24.8
128.375 36.200    24.4
128.400 36.200    57.8
128.425 36.200    49.1
128.450 36.200   -11.3
128.475 36.200   -55.4
128.500 36.200  -102.6
128.525 36.200  -121.2
128.550 36.200  -124.7
128.575 36.200  -120.5
128.600 36.200   -93.4
128.625 36.200   -62.0
128.650 36.200   -31.0
128.675 36.200   -13.8
128.700 36.200    -8.5
128.725 36.200   -12.8
128.750 36.200   -81.0
128.775 36.200   -79.4
128.800 36.200   -12.5
128.825 36.200   411.3
128.850 36.200   288.7
128.875 36.200   142.3
128.900 36.200   227.4
128.925 36.200    78.1
128.950 36.200   -55.8
128.975 36.200  -164.5
129.000 36.200   -95.4
129.025 36.200  -164.2
129.050 36.200  -116.5
129.075 36.200   -87.1
129.100 36.200  -190.8
129.125 36.200   -71.6
129.150 36.200   -97.3
129.175 36.200   -82.2
129.200 36.200     6.3
129.225 36.200     1.3
129.250 36.200    58.8
129.275 36.200   220.6
129.300 36.200    75.2
129.325 36.200   -37.6
129.350 36.200   -34.6
129.375 36.200   167.8
126.000 36.225  -121.1
126.025 36.225   -55.0
126.050 36.225    10.4
126.075 36.225   188.9
126.100 36.225    82.9
126.125 36.225    30.4
126.150 36.225    53.9
126.175 36.225   -60.2
126.200 36.225     9.9
126.225 36.225   -90.8
126.250 36.225   -85.0
126.275 36.225   -76.5
126.300 36.225   -78.1
126.325 36.225   -69.9
126.350 36.225   -68.9
126.375 36.225   -53.4
126.400 36.225   -49.4
126.425 36.225   -44.3
126.450 36.225   -52.1
126.475 36.225   -66.7
126.500 36.225   -81.9
126.525 36.225   -46.3
126.550 36.225   -77.2
126.575 36.225   -95.6
126.600 36.225   -95.7
126.625 36.225   -88.4
126.650 36.225   -73.9
126.675 36.225   -68.4
126.700 36.225   -69.7
126.725 36.225    12.9
126.750 36.225   -45.3
126.775 36.225   -43.2
126.800 36.225   -70.1
126.825 36.225   -87.2
126.850 36.225   -98.5
126.875 36.225   -94.9
126.900 36.225   -86.4
126.925 36.225   -77.4
126.950 36.225   -71.2
126.975 36.225   -86.1
127.000 36.225  -134.3
127.025 36.225  -189.8
127.050 36.225   -62.5
127.075 36.225   -10.9
127.100 36.225    -3.6
127.125 36.225   -11.8
127.150 36.225    -6.0
127.175 36.225    -6.6
127.200 36.225   -32.0
127.225 36.225   -21.1
127.250 36.225   -50.0
127.275 36.225   -69.3
127.300 36.225   -53.0
127.325 36.225   -34.1
127.350 36.225   -26.9
127.375 36.225   -50.9
127.400 36.225   -42.0
127.425 36.225    -7.6
127.450 36.225   -62.3
127.475 36.225   -87.8
127.500 36.225   -52.1
127.525 36.225  -101.4
127.550 36.225   -47.7
127.575 36.225   -44.7
127.600 36.225   -17.2
127.625 36.225    -5.0
127.650 36.225    34.6
127.675 36.225    44.3
127.700 36.225    12.3
127.725 36.225   -26.9
127.750 36.225    13.7
127.775 36.225   -30.6
127.800 36.225   -57.3
127.825 36.225   -54.0
127.850 36.225   -80.4
127.875 36.225   -78.4
127.900 36.225   -62.4
127.925 36.225  -111.2
127.950 36.225   -18.6
127.975 36.225     6.6
128.000 36.225    11.6
128.025 36.225   -35.1
128.050 36.225   -55.5
128.075 36.225   -60.8
128.100 36.225   -62.7
128.125 36.225   -57.1
128.150 36.225   -57.5
128.175 36.225   -21.6
128.200 36.225   -59.1
128.225 36.225   -73.2
128.250 36.225   -55.5
128.275 36.225   -95.4
128.300 36.225  -101.9
128.325 36.225   -81.2
128.350 36.225   -68.7
128.375 36.225     7.8
128.400 36.225   122.4
128.425 36.225    83.8
128.450 36.225     5.1
128.475 36.225   -46.9
128.500 36.225   -47.2
128.525 36.225  -128.3
128.550 36.225  -136.9
128.575 36.225  -133.4
128.600 36.225  -119.1
128.625 36.225   -91.5
128.650 36.225   -54.7
128.675 36.225   -28.1
128.700 36.225   -17.9
128.725 36.225   -13.8
128.750 36.225  -107.9
128.775 36.225   -36.9
128.800 36.225    75.7
128.825 36.225  -212.4
128.850 36.225    44.6
128.875 36.225   318.0
128.900 36.225   106.0
128.925 36.225   196.9
128.950 36.225    97.7
128.975 36.225   -90.2
129.000 36.225  -131.3
129.025 36.225  -170.1
129.050 36.225  -168.9
129.075 36.225  -102.4
129.100 36.225   -76.9
129.125 36.225   -79.5
129.150 36.225   -59.9
129.175 36.225     1.5
129.200 36.225   130.2
129.225 36.225    33.4
129.250 36.225    10.7
129.275 36.225   -39.1
129.300 36.225    -4.7
129.325 36.225    19.8
129.350 36.225   -48.8
129.375 36.225   112.9
129.400 36.225   203.6
126.000 36.250  -113.3
126.025 36.250  -116.9
126.050 36.250   -80.8
126.075 36.250   -99.3
126.100 36.250   217.2
126.125 36.250   177.5
126.150 36.250   -51.7
126.175 36.250   -75.5
126.200 36.250   -89.2
126.225 36.250   -78.8
126.250 36.250   -95.2
126.275 36.250   -71.4
126.300 36.250   -90.2
126.325 36.250   -51.9
126.350 36.250   -55.6
126.375 36.250   -36.4
126.400 36.250   -26.8
126.425 36.250   -12.8
126.450 36.250     0.4
126.475 36.250   -45.9
126.500 36.250   -63.6
126.525 36.250   -66.7
126.550 36.250   -62.5
126.575 36.250   -86.2
126.600 36.250   -89.2
126.625 36.250   -97.5
126.650 36.250   -90.2
126.675 36.250   -81.2
126.700 36.250   -76.7
126.725 36.250    -8.6
126.750 36.250   -65.9
126.775 36.250   -74.5
126.800 36.250   -82.9
126.825 36.250   -89.1
126.850 36.250   -87.2
126.875 36.250   -80.4
126.900 36.250   -76.9
126.925 36.250   -64.7
126.950 36.250   -64.0
126.975 36.250   -64.0
127.000 36.250   -65.1
127.025 36.250  -156.6
127.050 36.250   -67.1
127.075 36.250   -22.7
127.100 36.250    13.9
127.125 36.250    -1.2
127.150 36.250   -59.6
127.175 36.250   -69.4
127.200 36.250   -21.6
127.225 36.250    -6.2
127.250 36.250    -2.4
127.275 36.250   -37.4
127.300 36.250   -12.8
127.325 36.250   -27.7
127.350 36.250   -46.8
127.375 36.250     1.5
127.400 36.250   -37.5
127.425 36.250   -43.7
127.450 36.250   -55.0
127.475 36.250   -59.4
127.500 36.250  -109.9
127.525 36.250  -102.7
127.550 36.250  -187.3
127.575 36.250  -172.0
127.600 36.250  -190.1
127.625 36.250  -336.3
127.650 36.250  -101.3
127.675 36.250   160.2
127.700 36.250    64.0
127.725 36.250   -69.9
127.750 36.250   -74.0
127.775 36.250   -69.8
127.800 36.250   -58.5
127.825 36.250   -57.2
127.850 36.250   -76.8
127.875 36.250  -101.5
127.900 36.250  -117.6
127.925 36.250   -90.1
127.950 36.250   -59.4
127.975 36.250   -17.1
128.000 36.250    70.6
128.025 36.250   -46.1
128.050 36.250  -106.4
128.075 36.250   -98.3
128.100 36.250   -96.7
128.125 36.250  -114.9
128.150 36.250   -83.9
128.175 36.250   -80.8
128.200 36.250   -64.6
128.225 36.250   -58.9
128.250 36.250   -60.0
128.275 36.250   -57.5
128.300 36.250   -71.4
128.325 36.250   -67.0
128.350 36.250   -39.0
128.375 36.250    85.8
128.400 36.250   109.0
128.425 36.250    81.0
128.450 36.250   -42.6
128.475 36.250  -103.5
128.500 36.250  -134.8
128.525 36.250  -117.4
128.550 36.250  -121.8
128.575 36.250  -116.7
128.600 36.250  -102.7
128.625 36.250   -73.7
128.650 36.250   -36.0
128.675 36.250     1.6
128.700 36.250    12.9
128.725 36.250   208.6
128.750 36.250    24.2
128.775 36.250   -60.3
128.800 36.250    72.9
128.825 36.250  -156.3
128.850 36.250  -120.6
128.875 36.250  -364.3
128.900 36.250  -147.8
128.925 36.250    47.4
128.950 36.250  -201.6
128.975 36.250  -201.1
129.000 36.250  -194.3
129.025 36.250  -163.8
129.050 36.250  -105.1
129.075 36.250     4.7
129.100 36.250   110.2
129.125 36.250    21.4
129.150 36.250    27.5
129.175 36.250    50.4
129.200 36.250    35.5
129.225 36.250     6.5
129.250 36.250    55.6
129.275 36.250    99.5
129.300 36.250   -39.0
129.325 36.250     9.7
129.350 36.250   -43.3
129.375 36.250   142.1
126.250 36.275   -70.4
126.275 36.275   -54.7
126.300 36.275   -59.0
126.325 36.275   -58.6
126.350 36.275   -48.7
126.375 36.275   -25.7
126.400 36.275   -31.8
126.425 36.275   -21.5
126.450 36.275   -53.2
126.475 36.275   -66.4
126.500 36.275   -79.6
126.525 36.275   -85.4
126.550 36.275   -53.9
126.575 36.275   -72.9
126.600 36.275   -59.2
126.625 36.275   -79.2
126.650 36.275   -98.7
126.675 36.275  -108.9
126.700 36.275  -112.5
126.725 36.275  -101.2
126.750 36.275   -91.4
126.775 36.275   -83.0
126.800 36.275   -94.9
126.825 36.275   -82.8
126.850 36.275   -77.0
126.875 36.275   -69.8
126.900 36.275   -58.8
126.925 36.275   -48.4
126.950 36.275   -57.1
126.975 36.275   -68.8
127.000 36.275   -73.4
127.025 36.275   -95.2
127.050 36.275  -119.1
127.075 36.275   -94.3
127.100 36.275  -188.0
127.125 36.275   -55.1
127.150 36.275  -168.4
127.175 36.275   -74.9
127.200 36.275    31.2
127.225 36.275    -1.0
127.250 36.275    45.1
127.275 36.275   -10.8
127.300 36.275   -31.6
127.325 36.275   -50.7
127.350 36.275   -50.7
127.375 36.275   -52.0
127.400 36.275   -74.3
127.425 36.275   -80.1
127.450 36.275   -78.3
127.475 36.275  -111.5
127.500 36.275   -78.0
127.525 36.275   -87.3
127.550 36.275  -135.0
127.575 36.275  -140.2
127.600 36.275  -150.1
127.625 36.275  -278.0
127.650 36.275  -214.0
127.675 36.275   112.9
127.700 36.275   442.2
127.725 36.275   -56.7
127.750 36.275   -50.5
127.775 36.275   -37.2
127.800 36.275   -24.6
127.825 36.275   -44.9
127.850 36.275   -70.3
127.875 36.275  -110.9
127.900 36.275   -36.6
127.925 36.275   -20.0
127.950 36.275   -72.0
127.975 36.275   -62.7
128.000 36.275   -79.4
128.025 36.275    26.0
128.050 36.275  -109.2
128.075 36.275  -132.4
128.100 36.275  -130.8
128.125 36.275  -120.8
128.150 36.275   -97.4
128.175 36.275  -116.9
128.200 36.275  -108.8
128.225 36.275  -108.4
128.250 36.275   -29.9
128.275 36.275   -71.0
128.300 36.275   -81.1
128.325 36.275   -87.9
128.350 36.275   -89.5
128.375 36.275    -9.4
128.400 36.275   109.5
128.425 36.275   -20.8
128.450 36.275   -94.2
128.475 36.275  -117.3
128.500 36.275  -132.3
128.525 36.275  -117.3
128.550 36.275  -125.0
128.575 36.275  -127.4
128.600 36.275  -112.6
128.625 36.275   -87.0
128.650 36.275   -48.6
128.675 36.275   -12.5
128.700 36.275   -10.5
128.725 36.275   -93.9
128.750 36.275   -77.6
128.775 36.275   -55.6
128.800 36.275   -64.4
128.825 36.275   -72.4
128.850 36.275   -84.3
128.875 36.275   -41.5
128.900 36.275   -94.1
128.925 36.275  -138.2
128.950 36.275   -85.6
128.975 36.275   -83.8
129.000 36.275  -106.7
129.025 36.275   -88.6
129.050 36.275   -44.6
129.075 36.275   119.9
129.100 36.275   401.3
129.125 36.275   482.8
129.150 36.275   315.3
129.175 36.275    91.0
129.200 36.275    47.3
129.225 36.275    88.5
129.250 36.275   -65.6
129.275 36.275   -34.4
129.300 36.275   -44.2
129.325 36.275   -51.8
129.350 36.275   -49.7
129.375 36.275   -26.6
126.250 36.300   -94.6
126.275 36.300   -82.9
126.300 36.300   -94.3
126.325 36.300   -37.3
126.350 36.300   -25.2
126.375 36.300   -28.6
126.400 36.300   -32.7
126.425 36.300   -53.2
126.450 36.300   -61.6
126.475 36.300   -63.2
126.500 36.300   -68.4
126.525 36.300   -69.9
126.550 36.300   -45.6
126.575 36.300   -66.5
126.600 36.300   -33.8
126.625 36.300   -63.5
126.650 36.300   -88.5
126.675 36.300   -94.8
126.700 36.300   -99.0
126.725 36.300   -90.7
126.750 36.300   -95.5
126.775 36.300  -101.5
126.800 36.300  -100.0
126.825 36.300   -89.2
126.850 36.300   -77.8
126.875 36.300   -49.4
126.900 36.300   -43.8
126.925 36.300   -37.7
126.950 36.300   -43.2
126.975 36.300   -43.8
